popularity,original_title,runtime,genres,release_year,budget_adj,revenue_adj,profit
2,Sex Drive,109,Comedy|Adventure|Romance,2008,19242946,18995761,-247185
2,Mamma Mia!,108,Comedy|Romance,2008,52664904,617639458,564974554
2,The Curious Case of Benjamin Button,166,Fantasy|Drama|Thriller|Mystery|Romance,2008,151917995,338201950,186283955
2,The Mummy: Tomb of the Dragon Emperor,112,Adventure|Fantasy|Action|Thriller,2008,146854061,406257724,259403663
2,The Incredible Hulk,114,Science Fiction|Action|Adventure,2008,151917995,165805400,13887405
2,Gran Torino,116,Drama,2008,33421958,273410085,239988127
2,Madagascar: Escape 2 Africa,89,Family|Animation,2008,151917995,611622206,459704211
2,Hellboy II: The Golden Army,120,Adventure|Fantasy|Science Fiction,2008,86086863,162438886,76352023
2,Jumper,88,Adventure|Fantasy|Science Fiction,2008,86086863,225072774,138985911
1,Journey to the Center of the Earth,93,Action|Science Fiction|Adventure|Comedy|Family,2008,45575398,103002487,57427089
1,Wanted,110,Action|Thriller|Crime,2008,75958997,261572412,185613415
1,Slumdog Millionaire,120,Drama|Romance,2008,15191799,382742747,367550948
1,Transporter 3,104,Action|Adventure|Thriller|Crime,2008,30383599,110373030,79989431
1,Valkyrie,121,Drama|Thriller|History|War,2008,75958997,202836855,126877858
1,"10,000 BC",109,Adventure|Action|Drama|Fantasy,2008,106342596,269401244,163058648
1,Hancock,92,Fantasy|Action,2008,151917995,632008606,480090611
1,The Hurt Locker,131,Drama|Thriller|War,2008,15191799,42537038,27345239
1,What Happens in Vegas,99,Comedy|Romance,2008,35447532,172173727,136726195
1,The Chronicles of Narnia: Prince Caspian,150,Adventure|Family|Fantasy,2008,227876992,425017341,197140349
1,Tropic Thunder,107,Action|Comedy,2008,93176370,190477465,97301095
1,Eagle Eye,118,Mystery|Thriller|Action,2008,81022930,180343441,99320511
1,The Boy in the Striped Pyjamas,94,War|Drama,2008,12659832,20677622,8017790
1,Rambo,92,Action|Thriller,2008,50639331,114692303,64052972
1,Death Race,105,Action|Thriller|Science Fiction,2008,45575398,74705690,29130292
1,Step Up 2: The Streets,98,Music|Drama|Romance,2008,23294092,152745137,129451045
1,The Day the Earth Stood Still,103,Drama|Science Fiction|Thriller,2008,81022930,236074344,155051414
1,Seven Pounds,123,Drama,2008,55703264,170317989,114614725
1,Cloverfield,85,Action|Thriller|Science Fiction,2008,25319665,172947523,147627858
1,Bolt,96,Animation|Family|Adventure|Comedy,2008,151917995,313943594,162025599
1,Forgetting Sarah Marshall,111,Comedy|Romance|Drama,2008,30383599,106517925,76134326
1,Australia,165,Drama,2008,131662262,50187630,-81474632
1,Yes Man,104,Comedy|Romance,2008,70895064,228880641,157985577
1,Marley & Me,115,Comedy|Family,2008,60767198,247203368,186436170
1,Body of Lies,128,Action|Drama|Thriller,2008,70895064,114728569,43833505
1,Burn After Reading,96,Comedy|Drama,2008,37473105,165813497,128340392
1,27 Dresses,111,Comedy|Romance,2008,30383599,162308496,131924897
1,Inkheart,106,Adventure|Family|Fantasy,2008,60767198,58225482,-2541716
1,21,123,Drama|Crime,2008,35447532,70716002,35268470
1,The Bank Job,112,Thriller|Crime|Drama,2008,20255732,65651661,45395929
1,Step Brothers,98,Comedy,2008,65831131,129745707,63914576
1,Fool's Gold,112,Comedy,2008,70895064,112653311,41758247
1,Never Back Down,115,Drama|Action,2008,20255732,42159705,21903973
1,Pineapple Express,111,Action|Comedy,2008,27345239,102924282,75579043
1,The Wrestler,109,Drama|Romance,2008,6076719,45275608,39198889
1,Bedtime Stories,99,Fantasy|Comedy|Family|Romance,2008,81022930,215596389,134573459
1,Punisher: War Zone,102,Action|Crime,2008,20762125,10218382,-10543743
1,Max Payne,100,Action,2008,35447532,86509099,51061567
1,Mirrors,110,Horror|Thriller|Mystery,2008,35447532,73362657,37915125
1,Vantage Point,90,Drama|Action|Thriller|Crime,2008,40511465,153094337,112582872
1,Zack and Miri Make a Porno,102,Comedy,2008,24306879,42643493,18336614
1,Get Smart,110,Action|Comedy|Thriller,2008,81022930,233635143,152612213
1,Role Models,99,Comedy,2008,28358025,93562168,65204143
1,Babylon A.D.,101,Action|Adventure|Science Fiction|Thriller,2008,70895064,73030634,2135570
1,In Bruges,107,Comedy|Drama|Crime,2008,15191799,32411742,17219943
1,Changeling,141,Crime|Drama|Mystery,2008,55703264,114465403,58762139
1,The Spiderwick Chronicles,95,Adventure|Family|Fantasy,2008,91150797,164921838,73771041
1,Harold & Kumar Escape from Guantanamo Bay,107,Comedy|Adventure,2008,12153439,44049253,31895814
0,Street Kings,109,Action|Crime|Drama|Thriller,2008,20255732,66408286,46152554
0,Nick and Norah's Infinite Playlist,89,Comedy|Drama|Music|Romance,2008,9115079,33395562,24280483
0,Four Christmases,88,Comedy|Romance|Drama,2008,81022930,165827299,84804369
0,Stargate: The Ark of Truth,97,Adventure|Science Fiction,2008,7089506,9013801,1924295
0,The House Bunny,97,Romance|Comedy,2008,25319665,71343668,46024003
0,Star Wars: The Clone Wars,98,Thriller|Animation|Action|Science Fiction|Adventure,2008,8608686,69155951,60547265
0,Saw V,92,Horror|Thriller|Crime,2008,10938095,115313387,104375292
0,The Love Guru,87,Comedy|Romance,2008,62792771,42353789,-20438982
0,Speed Racer,135,Family|Action|Science Fiction,2008,121534396,95147016,-26387380
0,Vicky Cristina Barcelona,96,Drama|Romance,2008,15191799,97641394,82449595
0,Horton Hears a Who!,88,Animation|Comedy|Family|Adventure|Fantasy,2008,86086863,300937409,214850546
0,The Forbidden Kingdom,104,Action|Adventure|Fantasy,2008,55703264,129542119,73838855
0,Righteous Kill,101,Action|Adventure|Crime|Drama|Thriller,2008,60767198,74110222,13343024
0,Transsiberian,111,Thriller|Crime|Mystery,2008,15191799,6002188,-9189611
0,Traitor,114,Drama|Action|Thriller|Crime,2008,22281305,23831711,1550406
0,You Don't Mess With the Zohan,113,Comedy|Action,2008,91150797,204174046,113023249
0,Defiance,137,Action|Drama|History|War,2008,32409172,51809322,19400150
0,Untraceable,101,Drama,2008,35447532,32898763,-2548769
0,The Strangers,90,Thriller|Horror|Mystery,2008,9115079,83444650,74329571
0,Milk,128,History|Drama,2008,20255732,55284562,35028830
0,Outlander,115,Fantasy|Action|Science Fiction,2008,50639331,7123620,-43515711
0,The X Files: I Want to Believe,104,Drama|Mystery|Science Fiction|Thriller,2008,30383599,69243648,38860049
0,Doubt,104,Drama|Mystery,2008,20255732,51558166,31302434
0,City of Ember,90,Adventure|Family|Fantasy,2008,55703264,18097532,-37605732
0,Made of Honor,101,Comedy|Romance,2008,40511465,85683451,45171986
0,Deception,107,Drama|Thriller|Crime|Mystery,2008,25319665,17968149,-7351516
0,RockNRolla,114,Action|Crime|Thriller,2008,18230159,26068130,7837971
0,The Eye,98,Drama|Horror|Thriller,2008,12153439,57029778,44876339
0,Elegy,112,Drama|Romance,2008,13166226,15084795,1918569
0,Bangkok Dangerous,99,Action|Crime|Thriller,2008,45575398,43030660,-2544738
0,Meet the Spartans,84,Comedy,2008,30383599,85729179,55345580
0,Stop-Loss,113,Drama|War,2008,25319665,11350431,-13969234
0,Blindness,121,Drama|Mystery|Science Fiction|Thriller,2008,25319665,20098729,-5220936
0,The Spirit,103,Action|Comedy|Thriller|Crime|Science Fiction,2008,60767198,39530416,-21236782
0,Nothing But the Truth,108,Drama|Thriller,2008,11647046,189089,-11457957
0,Appaloosa,115,Drama|Western|Crime,2008,20255732,20469829,214097
0,The Informers,98,Action|Adventure|Crime|Drama|Thriller,2008,18230159,387060,-17843099
0,The Happening,91,Thriller|Science Fiction,2008,60767198,165493183,104725985
0,Doomsday,105,Action|Thriller|Science Fiction,2008,30383599,22495435,-7888164
0,The Secret of Moonacre,103,Adventure|Fantasy|Drama|Science Fiction|Romance,2008,12153439,7160735,-4992704
0,Vals Im Bashir,90,Drama|Animation|War,2008,2025573,11268111,9242538
0,Sex and the City,145,Comedy|Drama|Romance,2008,65831131,420562471,354731340
0,The Rocker,102,Comedy|Music,2008,15191799,8874937,-6316862
0,The Tale of Despereaux,100,Animation|Comedy|Family,2008,60767198,51527692,-9239506
0,Superhero Movie,85,Action|Comedy|Science Fiction,2008,35447532,26202647,-9244885
0,The Secret Life of Bees,114,Adventure|Drama,2008,11140652,38592634,27451982
0,The Other Man,90,Drama|Thriller|Mystery|Romance,2008,15191799,1158482,-14033317
0,Beverly Hills Chihuahua,91,Adventure|Comedy|Family,2008,20255732,151190415,130934683
0,Revolutionary Road,119,Drama|Romance,2008,35447532,76187576,40740044
0,Sunshine Cleaning,102,Comedy|Drama,2008,5063933,16381192,11317259
0,Ong Bak 2,98,Adventure|Action|Thriller,2008,8608686,9050932,442246
0,Pride and Glory,130,Thriller|Crime|Drama,2008,30383599,31546610,1163011
0,"Surfer, Dude",85,Comedy,2008,6076719,70385,-6006334
0,Baby Mama,99,Comedy,2008,30383599,64649663,34266064
0,College,94,Comedy,2008,7089506,6309940,-779566
0,Brideshead Revisited,133,Drama|Romance,2008,20255732,13373129,-6882603
0,The Brothers Bloom,114,Adventure|Comedy|Drama|Romance,2008,20255732,5601483,-14654249
0,Meet Dave,90,Comedy|Science Fiction|Adventure|Family,2008,60767198,51297723,-9469475
0,Quarantine,89,Horror|Science Fiction|Thriller,2008,12153439,41377822,29224383
0,Justice League: The New Frontier,75,Action|Adventure|Animation|Science Fiction,2008,3544753,5298016,1753263
0,Two Lovers,110,Drama|Romance,2008,12153439,3188436,-8965003
0,Passengers,93,Drama|Mystery|Thriller|Romance,2008,25319665,2025573,-23294092
0,The Sisterhood of the Traveling Pants 2,117,Adventure|Comedy|Drama|Family,2008,27345239,44919535,17574296
0,The Express,130,Drama,2008,40511465,9918721,-30592744
0,Surveillance,97,Thriller,2008,3544753,1129756,-2414997
0,The Women,114,Comedy|Drama|Romance,2008,16204586,50646974,34442388
0,Gong fu guan lan,100,Action|Adventure|Comedy,2008,10127866,23189500,13061634
0,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,123,Action|Drama|History|War,2008,2025573,38623507,36597934
0,Space Chimps,81,Animation|Family,2008,37473105,64616136,27143031
0,Lakeview Terrace,110,Drama|Crime|Thriller,2008,20255732,27993450,7737718
0,Jodhaa Akbar,213,Action|Adventure|Drama|Foreign|History,2008,8483911,13166226,4682315
0,Choke,92,Comedy|Drama,2008,3038359,3879111,840752
0,"War, Inc.",106,Action|Adventure|Comedy|Thriller,2008,5063933,1312757,-3751176
0,The Wackness,99,Drama,2008,6076719,2937055,-3139664
0,What Just Happened,104,Comedy|Drama,2008,25319665,6758752,-18560913
0,Assassination of a High School President,93,Comedy|Crime|Mystery|Thriller,2008,11647046,70453,-11576593
0,Disaster Movie,87,Action|Comedy,2008,25319665,14289694,-11029971
0,Miracle at St. Anna,160,Thriller|Drama|Action|Crime|War,2008,45575398,9443053,-36132345
0,My Best Friend's Girl,101,Comedy,2008,20255732,37088761,16833029
0,Paris,130,Drama,2008,19242946,23851125,4608179
0,The Midnight Meat Train,98,Mystery|Drama|Crime|Thriller|Horror,2008,15191799,3578405,-11613394
0,Mutant Chronicles,111,Action|Adventure|Horror|Science Fiction,2008,8102293,2059162,-6043131
0,Swing Vote,120,Drama|Comedy,2008,21268519,17825044,-3443475
0,W.,131,Drama|History,2008,25420944,29883752,4462808
0,Fireproof,122,Drama,2008,506393,33884110,33377717
0,Smart People,95,Comedy|Drama|Romance,2008,7089506,10705118,3615612
0,Nim's Island,96,Adventure|Comedy|Family|Fantasy,2008,37473105,101355981,63882876
0,Igor,87,Animation|Comedy|Family|Fantasy,2008,25319665,30383599,5063934
0,How to Lose Friends & Alienate People,110,Comedy|Romance|Drama,2008,27345239,17507332,-9837907
0,Oorlogswinter,103,Drama|History|War,2008,4051146,536825,-3514321
0,While She Was Out,108,Action|Adventure|Drama|Horror|Thriller,2008,6076719,396414,-5680305
0,Welcome Home Roscoe Jenkins,114,Comedy|Drama,2008,35447532,44208931,8761399
0,Ghajini,183,Action|Drama|Foreign|Mystery|Thriller,2008,9216358,76971784,67755426
0,Dr. Horrible's Sing-Along Blog,42,Adventure|Action|Comedy|Science Fiction|Music,2008,202557,3,-202554
0,Jaane Tu... Ya Jaane Na,155,Drama|Comedy|Romance,2008,2329409,11241931,8912522
0,Bottle Shock,110,Comedy|Drama,2008,5063933,4092253,-971680
0,Julia,138,Drama,2008,6076719,1316622,-4760097
0,Kismat Konnection,153,Drama|Comedy|Romance|Foreign,2008,4233448,11140652,6907204
0,Sleep Dealer,90,Drama|Science Fiction|Thriller,2008,2531966,108934,-2423032
0,The Yellow Handkerchief,102,Drama|Romance,2008,15191799,321053,-14870746
0,It's Alive,80,Horror,2008,11140652,15698192,4557540
0,Expelled: No Intelligence Allowed,90,Documentary,2008,3544753,7798457,4253704
7,Captain America: The First Avenger,124,Action|Adventure|Science Fiction,2011,135715726,359229613,223513887
5,Drive,100,Drama|Action|Thriller|Crime,2011,14540970,73844056,59303086
5,Harry Potter and the Deathly Hallows: Part 2,130,Adventure|Family|Fantasy,2011,121174755,1287183998,1166009243
4,Pirates of the Caribbean: On Stranger Tides,136,Adventure|Action|Fantasy,2011,368371256,990417500,622046244
4,Rise of the Planet of the Apes,105,Thriller|Action|Drama|Science Fiction,2011,90154017,468083718,377929701
4,Thor,115,Adventure|Fantasy|Action,2011,145409706,430524218,285114512
3,In Time,109,Action|Thriller|Science Fiction,2011,38775921,168607979,129832058
3,Drive Angry,105,Fantasy|Thriller|Action|Crime,2011,48469902,28046043,-20423859
3,The Mechanic,93,Action|Thriller|Crime,2011,38775921,49507940,10732019
2,Source Code,93,Thriller|Science Fiction|Mystery,2011,31020737,142824028,111803291
2,Mission: Impossible - Ghost Protocol,133,Action|Thriller|Adventure,2011,140562716,673453790,532891074
2,"Crazy, Stupid, Love.",118,Comedy|Drama|Romance,2011,48469902,138479670,90009768
2,The Girl with the Dragon Tattoo,158,Thriller|Crime|Mystery|Drama,2011,87245823,225498881,138253058
2,Limitless,105,Thriller|Mystery|Science Fiction,2011,26173747,156896544,130722797
2,Kung Fu Panda 2,91,Animation|Family,2011,145409706,645320794,499911088
2,Just Go With It,117,Romance|Comedy,2011,77551843,208341483,130789640
2,Horrible Bosses,98,Comedy|Crime,2011,33928931,113419571,79490640
2,Real Steel,127,Action|Science Fiction|Drama,2011,106633784,290110305,183476521
2,Friends with Benefits,109,Comedy,2011,33928931,145878667,111949736
2,Bad Teacher,92,Comedy,2011,19387960,209581425,190193465
2,Sherlock Holmes: A Game of Shadows,129,Adventure|Action|Crime|Mystery,2011,121174755,324375126,203200371
2,Cars 2,106,Animation|Family|Adventure|Comedy,2011,193879608,542719816,348840208
2,Green Lantern,114,Adventure|Action|Thriller|Science Fiction,2011,193879608,213123295,19243687
2,The Hangover Part II,102,Comedy,2011,77551843,246669134,169117291
2,No Strings Attached,108,Comedy|Romance,2011,24234951,143258069,119023118
2,The Adventures of Tintin,107,Adventure|Animation|Action|Family|Mystery,2011,126021745,360557976,234536231
2,Bridesmaids,125,Romance|Comedy,2011,31505436,279558422,248052986
2,Hall Pass,105,Comedy,2011,34898329,80615852,45717523
2,Super 8,112,Thriller|Science Fiction|Mystery,2011,48469902,252136540,203666638
1,Sucker Punch,110,Action|Fantasy|Thriller,2011,79490639,87044675,7554036
1,Red Riding Hood,100,Thriller,2011,40714717,86433625,45718908
1,The Twilight Saga: Breaking Dawn - Part 1,117,Adventure|Fantasy|Romance,2011,106633784,690378003,583744219
1,Shame,100,Drama,2011,6301087,17152213,10851126
1,Mr. Popper's Penguins,94,Comedy|Family,2011,53316892,181628117,128311225
1,The Tree of Life,139,Drama|Fantasy,2011,31020737,53001087,21980350
1,I Am Number Four,109,Action|Thriller|Science Fiction|Adventure,2011,48469902,140071066,91601164
1,Rio,96,Animation|Adventure|Comedy|Family,2011,87245823,469804957,382559134
1,The Artist,100,Drama|Comedy|Romance,2011,14540970,129349549,114808579
1,Zookeeper,102,Comedy|Romance|Family,2011,77551843,164654932,87103089
1,Cowboys & Aliens,119,Action|Science Fiction|Thriller|Western,2011,158011880,169472419,11460539
1,War Horse,146,Drama|War,2011,63980270,172150434,108170164
1,50/50,100,Comedy|Drama,2011,7755184,37988560,30233376
1,Rango,107,Animation|Comedy|Family|Western|Adventure,2011,130868735,238204949,107336214
1,The Change-Up,112,Comedy,2011,50408698,73141505,22732807
1,Hugo,126,Adventure|Drama|Family,2011,164797667,180085229,15287562
1,The Lincoln Lawyer,119,Crime|Drama|Thriller,2011,38775921,82799096,44023175
1,Ghost Rider: Spirit of Vengeance,95,Action|Fantasy|Thriller,2011,55255688,144651011,89395323
1,One Day,107,Drama|Romance,2011,14540970,57572000,43031030
1,Killer Elite,116,Action|Adventure|Thriller,2011,63980270,56009013,-7971257
1,The Rite,114,Drama|Thriller|Horror,2011,35867727,93108387,57240660
1,Winnie the Pooh,63,Animation|Family,2011,29081941,14017495,-15064446
1,The Three Musketeers,110,Adventure|Action|Thriller|Comedy,2011,72704853,128226625,55521772
1,Chalet Girl,96,Comedy|Romance,2011,7755184,1695920,-6059264
1,Midnight in Paris,94,Fantasy|Comedy|Romance,2011,29081941,146494675,117412734
1,Priest,87,Action|Fantasy|Horror|Science Fiction|Thriller,2011,58163882,75912718,17748836
1,Young Adult,94,Comedy|Drama|Romance,2011,11632776,22237047,10604271
1,Warrior,140,Action|Drama,2011,24234951,22351522,-1883429
1,Abduction,106,Thriller|Action|Mystery,2011,33928931,79575127,45646196
1,Unknown,113,Action|Mystery|Thriller,2011,29081941,126784077,97702136
1,The Adjustment Bureau,106,Thriller|Romance|Fantasy,2011,48663781,123956325,75292544
1,Immortals,110,Fantasy|Action|Drama,2011,72704853,219960309,147255456
1,Like Crazy,90,Drama|Romance,2011,242349,3433950,3191601
1,Larry Crowne,98,Comedy|Romance|Drama,2011,29081941,35053796,5971855
1,Paul,104,Adventure|Comedy|Science Fiction,2011,38775921,94566766,55790845
1,Colombiana,108,Action|Thriller|Crime|Drama,2011,38775921,59100179,20324258
1,Battle: Los Angeles,116,Action|Science Fiction,2011,67857862,196270877,128413015
1,Final Destination 5,92,Horror|Mystery,2011,45561708,153055972,107494264
1,Machine Gun Preacher,129,Action|Thriller|Crime,2011,29081941,2450545,-26631396
1,Jack and Jill,91,Comedy,2011,76582445,145093477,68511032
1,What's Your Number?,106,Comedy|Romance,2011,19387960,29494997,10107037
1,Season of the Witch,95,Adventure|Fantasy|Action,2011,38775921,85403967,46628046
1,My Week with Marilyn,99,Drama,2011,6204147,33984861,27780714
1,We Bought a Zoo,124,Drama|Comedy|Family,2011,48469902,116407101,67937199
1,The Darkest Hour,89,Horror|Action|Thriller|Science Fiction,2011,29081941,62649079,33567138
1,The Help,146,Drama,2011,24234951,120469153,96234202
1,The Grey,117,Action|Drama|Thriller,2011,24234951,74913462,50678511
1,Moneyball,133,Drama,2011,48469902,106833690,58363788
1,We Need to Talk About Kevin,112,Drama|Thriller,2011,6785786,5854138,-931648
1,The Roommate,91,Thriller|Drama|Horror,2011,15510368,39253601,23743233
1,Puss in Boots,90,Action|Adventure|Animation|Family|Fantasy,2011,126021745,538003773,411982028
1,The Green Hornet,119,Action|Crime|Comedy,2011,116327765,220845594,104517829
1,Something Borrowed,112,Comedy|Drama|Romance,2011,33928931,58068797,24139866
1,Conan the Barbarian,113,Adventure|Fantasy|Action,2011,87245823,47301797,-39944026
1,Johnny English Reborn,101,Crime|Adventure|Action|Comedy|Thriller,2011,43622911,155179867,111556956
1,Contagion,106,Drama|Thriller|Science Fiction,2011,58163882,131312814,73148932
1,The Big Year,100,Comedy,2011,39745319,7220449,-32524870
1,Beastly,86,Drama|Fantasy|Romance,2011,16479766,41844620,25364854
1,A Very Harold & Kumar Christmas,108,Comedy,2011,18418562,34304294,15885732
1,The Thing,103,Horror|Science Fiction|Mystery|Thriller,2011,33928931,27267877,-6661054
1,Tower Heist,104,Action|Comedy,2011,72704853,148250646,75545793
1,New Year's Eve,118,Comedy|Romance,2011,54286290,137697794,83411504
1,Your Highness,102,Adventure|Fantasy|Action|Comedy,2011,48372962,25322264,-23050698
0,Apollo 18,86,Horror|Thriller|Science Fiction,2011,4846990,24780648,19933658
0,Fright Night,106,Horror|Comedy,2011,16479766,24159567,7679801
0,Happy Feet Two,100,Music|Family|Animation|Comedy,2011,126021745,145803733,19781988
0,Scream 4,111,Horror|Mystery,2011,38775921,94166052,55390131
0,Mars Needs Moms,88,Adventure|Animation|Family,2011,145409706,37799503,-107610203
0,Attack the Block,88,Action|Comedy|Science Fiction,2011,13911376,3843354,-10068022
0,Diary of a Wimpy Kid: Rodrick Rules,99,Family|Comedy,2011,20357358,70201279,49843921
0,Extremely Loud & Incredibly Close,129,Drama,2011,38775921,53557187,14781266
0,Alvin and the Chipmunks: Chipwrecked,87,Comedy|Fantasy|Family|Music|Animation,2011,72704853,332208283,259503430
0,The Beaver,91,Drama,2011,20357358,941107,-19416251
0,Straw Dogs,110,Thriller,2011,24234951,10008492,-14226459
0,The Best Exotic Marigold Hotel,124,Drama|Comedy,2011,9693980,132648701,122954721
0,The Smurfs,103,Animation|Family|Adventure|Comedy|Fantasy,2011,106633784,546497490,439863706
0,Hanna,111,Action|Thriller|Adventure,2011,29081941,61830221,32748280
0,A Few Best Men,97,Comedy,2011,12086831,28119728,16032897
0,Flypaper,87,Mystery|Comedy|Crime,2011,4846990,3045997,-1800993
0,Margin Call,107,Thriller|Drama,2011,3392893,18907177,15514284
0,Gnomeo & Juliet,84,Animation|Family,2011,34898329,183906860,149008531
0,Blitz,97,Crime|Action|Thriller,2011,15292203,719172,-14573031
0,The Descendants,115,Comedy|Drama,2011,19387960,171819196,152431236
0,Hop,95,Animation,2011,61072076,178324379,117252303
0,The Rum Diary,120,Drama|Comedy,2011,43622911,23265553,-20357358
0,The Guard,96,Action|Comedy|Thriller|Crime,2011,5816388,18961691,13145303
0,Our Idiot Brother,90,Comedy|Drama,2011,9693980,16744987,7051007
0,The Ledge,101,Drama|Thriller,2011,9693980,592288,-9101692
0,Footloose,113,Drama|Music|Romance,2011,23265553,61598777,38333224
0,Trespass,91,Crime|Drama|Thriller,2011,34898329,9318308,-25580021
0,Carnage,80,Comedy|Drama,2011,24234951,26758361,2523410
0,Another Earth,92,Drama|Science Fiction,2011,96939,1722557,1625618
0,The Ides of March,101,Drama,2011,12117475,73667524,61550049
0,Transformers: Dark of the Moon,154,Action|Science Fiction|Adventure,2011,189032618,1089358138,900325520
0,Paranormal Activity 3,83,Horror,2011,4846990,199408878,194561888
0,The Dilemma,111,Comedy|Drama,2011,67857862,65058885,-2798977
0,Take Me Home Tonight,97,Comedy|Drama|Romance,2011,18418562,6716055,-11702507
0,A Lonely Place to Die,99,Adventure|Action|Thriller|Crime,2011,3877592,24569393,20691801
0,The Muppets,103,Comedy|Family|Music,2011,43622911,160129276,116506365
0,Spy Kids: All the Time in the World,89,Family|Comedy|Action,2011,26173747,82945874,56772127
0,Trust,104,Crime|Drama|Thriller,2011,9209281,116327,-9092954
0,Seeking Justice,105,Action|Drama|Thriller,2011,16479766,11977686,-4502080
0,Arthur,110,Comedy|Romance,2011,38775921,44335804,5559883
0,The Eagle,114,Adventure|Drama,2011,24234951,26292052,2057101
0,The Sitter,81,Comedy,2011,24234951,33872888,9637937
0,Rundskop,124,Crime|Drama,2011,1938796,40782,-1898014
0,W.E.,119,Drama|Romance,2011,14540970,841863,-13699107
0,The Innkeepers,102,Horror|Thriller,2011,727048,75996,-651052
0,Restless,91,Drama|Romance,2011,7755184,158268,-7596916
0,Coriolanus,123,Drama|Thriller,2011,7464364,1039778,-6424586
0,J. Edgar,137,Drama|Crime|History,2011,33928931,82016919,48087988
0,Sanctum,108,Action|Thriller,2011,29081941,105285652,76203711
0,I Don't Know How She Does It,89,Comedy,2011,23265553,29616559,6351006
0,A Dangerous Method,99,Drama|Thriller,2011,14540970,26621648,12080678
0,Soul Surfer,106,Action|Drama,2011,17449164,45647974,28198810
0,30 Minutes or Less,83,Action|Comedy|Adventure,2011,27143145,39306608,12163463
0,The Awakening,107,Drama|Horror|Thriller,2011,4651399,203278,-4448121
0,Hoodwinked Too! Hood VS. Evil,86,Comedy|Animation|Family,2011,29081941,13108034,-15973907
0,5 Days of War,113,War|Drama,2011,19387960,16944,-19371016
0,Water for Elephants,120,Drama|Romance,2011,36837125,110662825,73825700
0,Dream House,92,Drama|Thriller|Mystery,2011,48469902,37324093,-11145809
0,A Better Life,98,Drama,2011,9693980,1705415,-7988565
0,"Love, Wedding, Marriage",90,Comedy|Romance,2011,0,1335,1335
0,Rampart,108,Crime|Drama|Action|Thriller,2011,11632776,942751,-10690025
0,Take Shelter,120,Thriller|Drama,2011,4846990,3004468,-1842522
0,Prom,104,Comedy,2011,7755184,9820002,2064818
0,Pina,106,Documentary,2011,4185808,14177277,9991469
0,Courageous,129,Drama,2011,969398,33465773,32496375
0,Black Gold,130,Adventure|Drama,2011,38775921,5279341,-33496580
0,Killer Joe,102,Drama|Thriller,2011,9693980,3552910,-6141070
0,"Big Mommas: Like Father, Like Son",107,Crime|Comedy|Action,2011,31020737,81056618,50035881
0,From Prada to Nada,107,Comedy|Drama|Romance,2011,90,2423495,2423405
0,Dolphin Tale,113,Drama|Family,2011,35867727,92484835,56617108
0,Xin shao lin si,131,Action|Drama,2011,28112543,32632724,4520181
0,Fast Five,130,Action|Thriller|Crime,2011,121174755,606976636,485801881
0,Nuit Blanche,98,Action|Comedy|Thriller|Romance,2011,2423495,3255,-2420240
0,In the Land of Blood and Honey,127,Drama|Romance|War,2011,9693980,294577,-9399403
0,Another Happy Day,119,Comedy|Drama,2011,3877592,344803,-3532789
0,Jumping the Broom,112,Comedy,2011,6398027,36556591,30158564
0,Silent House,85,Horror|Mystery,2011,1938796,12700735,10761939
0,Wuthering Heights,129,Drama|Romance,2011,7755184,97826,-7657358
0,Your Sister's Sister,90,Drama|Comedy,2011,121174,3102073,2980899
0,Monte Carlo,109,Adventure|Comedy|Romance,2011,19387960,16891760,-2496200
0,Win Win,106,Drama|Comedy,2011,10499717,10328339,-171378
0,Margaret,149,Drama,2011,13571572,45072,-13526500
0,The Double,98,Drama|Action|Thriller|Crime|Mystery,2011,16479766,3583120,-12896646
0,L!fe Happens,100,Comedy,2011,901540,29959,-871581
0,The Iron Lady,105,History|Drama,2011,12602174,111438799,98836625
0,Red State,88,Horror|Action|Thriller,2011,3877592,1070876,-2806716
0,The Devil's Double,109,Drama|Action|Thriller|Crime|War,2011,18515502,5552918,-12962584
0,The Music Never Stopped,105,Drama,2011,3877592,246129,-3631463
0,Shark Night,91,Horror|Thriller,2011,27143145,9816568,-17326577
0,Hobo with a Shotgun,86,Action|Comedy|Thriller,2011,2908194,652063,-2256131
0,Madea's Big Happy Family,106,Comedy|Drama,2011,24234951,51585191,27350240
0,Atlas Shrugged Part I,97,Drama|Thriller|Science Fiction|Mystery,2011,14540970,4485768,-10055202
0,This Must Be the Place,118,Drama,2011,24234951,11430151,-12804800
0,Albert Nobbs,113,Drama,2011,7755184,5462391,-2292793
0,Snow Flower and the Secret Fan,104,History|Drama,2011,129904,1291462,1161558
0,The Good Doctor,93,Drama|Thriller,2011,5816388,5046,-5811342
0,Weekend,96,Drama|Romance,2011,7755,455565,447810
0,Kill List,95,Horror|Thriller|Crime,2011,484699,166503,-318196
0,Justin Bieber: Never Say Never,105,Documentary|Music|Family,2011,12602174,95429437,82827263
0,Bellflower,106,Action|Drama|Romance,2011,16479,98137,81658
0,"Jeff, Who Lives at Home",83,Drama|Comedy,2011,9693980,4282393,-5411587
0,The Divide,112,Science Fiction,2011,2908194,21326,-2886868
0,Life in a Day,95,Documentary|Drama,2011,43818,218949,175131
0,X-Men: First Class,132,Action|Science Fiction|Adventure,2011,155103686,333880181,178776495
